time,open,high,low,close,Volume,Volume MA,Volume Delta (Ouverture),Volume Delta (Haut,Volume Delta (Bas),Volume Delta (Fermeture),Up Volume,Down Volume,delta,Futures Open Interest
1073041200,1.2562,1.2597,1.2539,1.2576,520,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1073300400,1.2635,1.2664,1.2618,1.265,707,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1073386800,1.2725,1.2788,1.2715,1.2737,1170,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1073473200,1.2654,1.268,1.261,1.2622,1095,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1073559600,1.2619,1.2758,1.2619,1.2739,1223,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1073646000,1.2714,1.2846,1.2707,1.2818,1099,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1073905200,1.2797,1.2802,1.2723,1.2729,1019,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1073991600,1.2737,1.2769,1.269,1.2728,1100,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1074078000,1.2676,1.2712,1.261,1.2646,1209,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1074164400,1.2619,1.2625,1.255,1.2558,1210,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1074250800,1.2462,1.2494,1.2332,1.2357,1108,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1074596400,1.2517,1.2578,1.2472,1.2546,1152,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1074682800,1.2578,1.2635,1.2557,1.2611,1153,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1074769200,1.2693,1.2721,1.2647,1.269,1026,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1074855600,1.2676,1.2688,1.2548,1.258,1182,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1075114800,1.2559,1.2598,1.2443,1.2453,1071,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1075201200,1.2507,1.2637,1.2498,1.2613,1109,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1075287600,1.2533,1.2629,1.245,1.2494,1183,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1075374000,1.2456,1.246,1.2347,1.2387,1494,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1075460400,1.2369,1.2478,1.2348,1.2448,1221,1102.55,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1075719600,1.2442,1.2452,1.2375,1.2394,684,1110.75,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1075806000,1.257,1.2574,1.251,1.2533,835,1117.15,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1075892400,1.2522,1.2546,1.2478,1.252,666,1091.95,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1075978800,1.2573,1.2624,1.2519,1.2525,946,1084.5,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1076065200,1.2522,1.2714,1.2519,1.268,1093,1078,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1076324400,1.2695,1.2722,1.264,1.2674,903,1068.2,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1076410800,1.2753,1.2754,1.2672,1.2694,820,1058.25,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1076497200,1.2672,1.2825,1.2647,1.2799,1108,1058.65,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1076583600,1.2792,1.2824,1.2777,1.2783,810,1038.7,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1076670000,1.2809,1.2885,1.2705,1.2725,1123,1034.35,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1077015600,1.2846,1.2865,1.2794,1.2828,957,1026.8,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1077102000,1.2822,1.2857,1.2676,1.2696,1373,1037.85,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1077188400,1.2712,1.2725,1.264,1.2692,1108,1035.6,0,NaN,NaN,NaN,NaN,NaN,NaN,0
1077274800,1.2651,1.2661,1.2485,1.2507,1377,1053.15,0,NaN,NaN,NaN,NaN,NaN,NaN,0
