time,open,high,low,close,Volume,Volume MA,Volume Delta (Ouverture),Volume Delta (Haut,Volume Delta (Bas),Volume Delta (Fermeture),Up Volume,Down Volume,delta,Futures Open Interest
1725228000,1.1054,1.10545,1.10515,1.1054,670,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725228900,1.1054,1.1056,1.1054,1.10545,256,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725229800,1.1055,1.1057,1.10545,1.1056,329,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725230700,1.10565,1.10565,1.1053,1.1053,462,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725231600,1.10535,1.10545,1.10525,1.1054,243,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725232500,1.1054,1.10545,1.1052,1.1053,218,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725233400,1.10535,1.10545,1.10515,1.10515,141,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725234300,1.1052,1.1053,1.10515,1.1052,292,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725235200,1.10515,1.1053,1.1049,1.10525,1059,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725236100,1.1053,1.10585,1.1053,1.1058,478,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725237000,1.1058,1.10615,1.1058,1.10605,564,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725237900,1.1061,1.1063,1.10595,1.10605,569,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725238800,1.1061,1.1063,1.1058,1.10585,833,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725239700,1.10585,1.10625,1.10585,1.1061,409,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725240600,1.1061,1.10625,1.106,1.10605,474,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725241500,1.1061,1.1062,1.10575,1.10585,439,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725242400,1.10585,1.10585,1.10545,1.10545,517,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725243300,1.1055,1.1056,1.10535,1.10535,173,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725244200,1.10535,1.10585,1.10535,1.10585,270,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725245100,1.10585,1.10605,1.10585,1.1059,256,432.6,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725246000,1.1059,1.10595,1.10575,1.1059,214,409.8,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725246900,1.10595,1.10615,1.1059,1.10615,363,415.15,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725247800,1.10615,1.10625,1.10605,1.1061,371,417.25,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725248700,1.1061,1.10615,1.1056,1.1056,606,424.45,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725249600,1.1056,1.1056,1.1051,1.1053,565,440.55,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725250500,1.1053,1.1055,1.10525,1.1055,263,442.8,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725251400,1.1055,1.10555,1.10535,1.1054,147,443.1,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725252300,1.1054,1.10555,1.10535,1.10555,150,436,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725253200,1.1055,1.1055,1.10525,1.1054,259,396,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725254100,1.10545,1.1059,1.10535,1.1059,443,394.25,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725255000,1.1059,1.1061,1.10585,1.1061,684,400.25,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725255900,1.10605,1.10635,1.106,1.10625,1080,425.8,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725256800,1.10625,1.1065,1.1062,1.1064,912,429.75,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725257700,1.10635,1.1067,1.1062,1.1066,862,452.4,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725258600,1.1066,1.1073,1.1065,1.10715,1762,516.8,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725259500,1.10715,1.1077,1.10715,1.1073,2219,605.8,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725260400,1.1073,1.1073,1.10685,1.1069,2248,692.35,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725261300,1.1069,1.10705,1.10635,1.10635,1497,758.55,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725262200,1.10635,1.1068,1.1063,1.1068,2232,856.65,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725263100,1.10685,1.1076,1.10665,1.1074,2203,954,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725264000,1.10735,1.1084,1.10735,1.1083,2952,1090.9,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725264900,1.10835,1.1085,1.10785,1.10795,1308,1138.15,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725265800,1.10795,1.10825,1.1078,1.10795,2199,1229.55,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725266700,1.1079,1.1079,1.10715,1.1075,1468,1272.65,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725267600,1.1075,1.1075,1.10705,1.10725,682,1278.5,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725268500,1.10725,1.10775,1.10715,1.1077,1103,1320.5,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725269400,1.1077,1.108,1.10735,1.1078,1539,1390.1,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725270300,1.10775,1.1078,1.10745,1.10765,1452,1455.2,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725271200,1.10765,1.1078,1.10745,1.10765,953,1489.9,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725272100,1.1076,1.10775,1.107,1.107,1196,1527.55,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725273000,1.107,1.1076,1.107,1.1071,793,1533,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725273900,1.1071,1.1074,1.10685,1.10735,1405,1549.25,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725274800,1.10735,1.1076,1.1071,1.1072,981,1552.7,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725275700,1.1072,1.10755,1.1072,1.10725,589,1539.05,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725276600,1.1072,1.10725,1.1068,1.1071,853,1493.6,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725277500,1.1071,1.1072,1.1067,1.1067,777,1421.5,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725278400,1.1067,1.10715,1.10655,1.1067,1432,1380.7,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725279300,1.10665,1.10695,1.1066,1.10695,1030,1357.35,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725280200,1.1069,1.1075,1.10685,1.10735,958,1293.65,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725281100,1.10735,1.10785,1.10735,1.1075,1573,1262.15,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725282000,1.10755,1.1079,1.10735,1.10735,1695,1199.3,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725282900,1.1074,1.1079,1.10735,1.1076,1143,1191.05,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725283800,1.10765,1.1078,1.10745,1.1078,1096,1135.9,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725284700,1.10775,1.10785,1.1074,1.1075,1392,1132.1,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725285600,1.1075,1.10775,1.10715,1.1072,1685,1182.25,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725286500,1.10725,1.1074,1.107,1.10705,1145,1184.35,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725287400,1.107,1.1076,1.10675,1.1076,1104,1162.6,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725288300,1.1076,1.1079,1.1073,1.1076,2745,1227.25,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725289200,1.10765,1.10785,1.10755,1.1076,1682,1263.7,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725290100,1.10755,1.1076,1.1071,1.1074,872,1247.5,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725291000,1.10735,1.1076,1.10735,1.10755,524,1234.05,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725291900,1.10755,1.10765,1.10745,1.1075,596,1193.6,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725292800,1.1075,1.10755,1.10725,1.1073,595,1174.3,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725293700,1.1073,1.10735,1.1071,1.10715,252,1157.45,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725294600,1.1071,1.1073,1.107,1.10725,761,1152.85,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725295500,1.10725,1.10735,1.1071,1.1073,337,1130.85,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725314400,1.1079,1.10795,1.10775,1.1078,255,1072,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725315300,1.10775,1.1078,1.1077,1.1077,208,1030.9,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725316200,1.10775,1.10775,1.1075,1.10755,143,990.15,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725317100,1.1075,1.1075,1.10735,1.10735,137,918.35,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725318000,1.1073,1.10735,1.10715,1.10715,241,845.65,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725318900,1.10715,1.1073,1.10715,1.1072,242,800.6,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725319800,1.1072,1.1074,1.10715,1.1074,207,756.15,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725320700,1.10745,1.10745,1.1072,1.1074,277,700.4,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725321600,1.10735,1.1075,1.10715,1.10745,261,629.2,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725322500,1.1074,1.1075,1.1073,1.1074,340,588.95,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725323400,1.10745,1.10745,1.1069,1.10695,400,553.75,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725324300,1.1069,1.107,1.10655,1.1067,650,449,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725325200,1.10675,1.1071,1.1067,1.107,351,382.45,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725326100,1.107,1.10715,1.10675,1.1069,430,360.35,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725327000,1.10685,1.10715,1.1068,1.10695,366,352.45,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725327900,1.10695,1.10745,1.1069,1.10735,334,339.35,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725328800,1.1074,1.1076,1.1073,1.1076,497,334.45,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725329700,1.1076,1.1077,1.10735,1.10735,312,337.45,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725330600,1.1074,1.1074,1.10725,1.10735,157,307.25,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725331500,1.10735,1.10745,1.107,1.107,345,307.65,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725332400,1.107,1.107,1.1066,1.1067,660,327.9,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725333300,1.1067,1.1067,1.1065,1.1065,350,335,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725334200,1.1065,1.1066,1.10645,1.1065,333,344.5,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725335100,1.1065,1.1067,1.10645,1.1065,275,351.4,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725336000,1.10645,1.1065,1.1061,1.1063,610,369.85,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725336900,1.1063,1.1064,1.1061,1.10615,400,377.75,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725337800,1.1061,1.10625,1.10605,1.1061,214,378.1,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725338700,1.10615,1.10625,1.10605,1.10605,172,372.85,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725339600,1.10605,1.1063,1.10605,1.1062,278,373.7,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725340500,1.1062,1.10635,1.1061,1.1062,349,374.15,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725341400,1.10615,1.10645,1.10605,1.10625,489,378.6,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725342300,1.1062,1.10665,1.10615,1.10665,620,377.1,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725343200,1.10665,1.10665,1.1061,1.10625,941,406.6,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725344100,1.1062,1.1064,1.106,1.10625,1127,441.45,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725345000,1.10625,1.1065,1.1058,1.1065,1668,506.55,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725345900,1.1065,1.10685,1.1063,1.1068,1386,559.15,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725346800,1.10685,1.1071,1.10635,1.10705,3053,686.95,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725347700,1.10705,1.10745,1.1069,1.1071,2577,800.2,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725348600,1.10705,1.1071,1.10665,1.1069,1375,861.1,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725349500,1.1069,1.1071,1.1062,1.1063,2301,958.9,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725350400,1.10625,1.1066,1.10605,1.1064,3179,1084.85,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725351300,1.10635,1.1066,1.10565,1.1058,2098,1172.25,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725352200,1.1058,1.10605,1.10565,1.1059,1972,1254.2,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725353100,1.1059,1.106,1.10545,1.1055,2048,1342.85,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725354000,1.1055,1.10575,1.1041,1.1043,4714,1548.05,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725354900,1.10425,1.10455,1.10415,1.1045,2587,1657.4,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725355800,1.1045,1.10485,1.10435,1.10475,2218,1757.6,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725356700,1.10475,1.10485,1.1046,1.10465,2147,1856.35,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725357600,1.10465,1.10485,1.10425,1.1048,1566,1920.75,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725358500,1.1048,1.10485,1.10445,1.10465,1558,1981.2,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725359400,1.1046,1.1046,1.10395,1.10435,2242,2068.85,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725360300,1.10435,1.10465,1.10415,1.10425,2080,2141.85,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725361200,1.1042,1.1046,1.104,1.1046,1947,2192.15,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725362100,1.1046,1.1047,1.10425,1.1045,1639,2217.75,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725363000,1.10445,1.105,1.1044,1.1048,1603,2214.5,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725363900,1.10475,1.1048,1.10425,1.1043,2396,2265,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725364800,1.1043,1.1046,1.10405,1.10455,2020,2213.35,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725365700,1.10455,1.10465,1.10415,1.1046,2986,2233.8,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725366600,1.10455,1.1058,1.10455,1.10575,4071,2368.6,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725367500,1.10575,1.10595,1.10525,1.1055,4326,2469.85,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725368400,1.1055,1.1063,1.1055,1.10615,7183,2670.05,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725369300,1.10615,1.10695,1.106,1.10685,5063,2818.3,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725370200,1.1069,1.107,1.1063,1.10635,4841,2961.75,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725371100,1.10635,1.10695,1.1058,1.10685,4689,3093.8,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725372000,1.1069,1.10835,1.1055,1.10555,10880,3402.1,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725372900,1.1055,1.10575,1.1044,1.1045,7026,3624.05,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725373800,1.10455,1.10575,1.10445,1.10565,4019,3714.1,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725374700,1.1057,1.1062,1.1046,1.1049,5567,3885.1,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725375600,1.10485,1.10515,1.1043,1.1045,4704,4042,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725376500,1.1045,1.10475,1.1043,1.10465,2498,4089,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725377400,1.1047,1.10485,1.1043,1.1044,1592,4056.5,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725378300,1.10445,1.105,1.10425,1.1049,1863,4045.65,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725379200,1.1049,1.10515,1.1046,1.10515,1853,4040.95,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725380100,1.10515,1.1054,1.10495,1.1051,1599,4038.95,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725381000,1.10515,1.10515,1.1047,1.1048,1091,4013.35,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725381900,1.1048,1.1048,1.10445,1.1046,756,3931.35,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725382800,1.1046,1.10465,1.10395,1.104,1853,3923,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725383700,1.10405,1.1045,1.10405,1.10425,724,3809.9,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725384600,1.10425,1.10425,1.104,1.1041,704,3641.55,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725385500,1.10415,1.10415,1.1033,1.10345,1775,3514,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725386400,1.10345,1.1036,1.1033,1.1035,1745,3242.1,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725387300,1.10355,1.1039,1.1034,1.10385,1641,3071,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725388200,1.1038,1.10435,1.10375,1.10415,2540,2955.95,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725389100,1.10415,1.1046,1.10405,1.10445,3679,2905.45,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725390000,1.10445,1.10475,1.1044,1.10475,1409,2431.9,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725390900,1.1047,1.1049,1.10465,1.1047,747,2117.95,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725391800,1.1047,1.1048,1.1045,1.10475,1303,1982.15,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725392700,1.10475,1.1049,1.1047,1.10485,1295,1768.55,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
1725393600,1.1048,1.10495,1.10465,1.1047,568,1561.75,0,NaN,NaN,NaN,NaN,NaN,NaN,699893
