time,open,high,low,close,Volume,Volume MA,Volume Delta (Ouverture),Volume Delta (Haut,Volume Delta (Bas),Volume Delta (Fermeture),Up Volume,Down Volume,delta,Futures Open Interest
1672700400,1.0723,1.0736,1.07015,1.07285,7503,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672704000,1.0729,1.0731,1.07185,1.0722,2472,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672707600,1.0722,1.07255,1.0702,1.07115,5908,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672711200,1.0711,1.0729,1.0709,1.0728,3194,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672714800,1.07275,1.073,1.072,1.07235,2241,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672718400,1.0724,1.07315,1.07185,1.0719,2044,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672722000,1.07185,1.0722,1.071,1.0714,2668,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672725600,1.0715,1.0719,1.0703,1.07035,3776,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672729200,1.0704,1.071,1.06705,1.0675,12634,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672732800,1.06745,1.0679,1.06,1.0602,44800,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672736400,1.0602,1.06115,1.05845,1.0598,22904,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672740000,1.0598,1.0605,1.0576,1.05815,12291,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672743600,1.0581,1.05865,1.057,1.05785,10483,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672747200,1.05785,1.05995,1.05745,1.05865,9039,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672750800,1.0586,1.062,1.05805,1.06105,17671,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672754400,1.06105,1.06485,1.0606,1.06245,19615,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672758000,1.0625,1.0633,1.0605,1.06065,19804,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672761600,1.06065,1.0609,1.05875,1.06085,16721,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672765200,1.06085,1.06095,1.05905,1.0597,6925,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
1672768800,1.05965,1.0611,1.05935,1.06065,5653,11417.3,0,NaN,NaN,NaN,NaN,NaN,NaN,707570
